-0.0;0.0;-0.0;0.0;0.0;0.0;0.0
-56.97;-147.63;-9.18;0.0;0.0;0.0;0.0
-55.45;-147.99;-8.99;0.0;0.0;0.0;0.0
-54.25;-148.24;-8.84;0.0;0.0;0.0;0.0
-53.08;-148.44;-8.67;0.0;0.0;0.0;0.0
-51.92;-148.63;-8.51;0.0;0.0;0.0;0.0
-50.78;-148.78;-8.34;0.0;0.0;0.0;0.0
-49.66;-148.91;-8.15;0.0;0.0;0.0;0.0
-48.57;-149.02;-7.97;0.0;0.0;0.0;0.0
-47.22;-149.12;-7.73;0.0;0.0;0.0;0.0
-46.17;-149.2;-7.54;0.0;0.0;0.0;0.0
-45.15;-149.25;-7.34;0.0;0.0;0.0;0.0
-43.9;-149.3;-7.09;0.0;0.0;0.0;0.0
-42.92;-149.33;-6.89;0.0;0.0;0.0;0.0
-41.96;-149.34;-6.68;0.0;0.0;0.0;0.0
-41.03;-149.34;-6.49;0.0;0.0;0.0;0.0
-40.11;-149.33;-6.28;0.0;0.0;0.0;0.0
-39.22;-149.32;-6.07;0.0;0.0;0.0;0.0
-38.35;-149.3;-5.87;0.0;0.0;0.0;0.0
-37.5;-149.27;-5.66;0.0;0.0;0.0;0.0
-36.67;-149.23;-5.46;0.0;0.0;0.0;0.0
-35.86;-149.19;-5.25;0.0;0.0;0.0;0.0
-35.07;-149.14;-5.04;0.0;0.0;0.0;0.0
-34.3;-149.08;-4.85;0.0;0.0;0.0;0.0
-33.56;-149.02;-4.64;0.0;0.0;0.0;0.0
-32.83;-148.96;-4.44;0.0;0.0;0.0;0.0
-32.11;-148.89;-4.24;0.0;0.0;0.0;0.0
-31.42;-148.82;-4.04;0.0;0.0;0.0;0.0
-30.58;-148.73;-3.8;0.0;0.0;0.0;0.0
-30.08;-148.67;-3.65;0.0;0.0;0.0;0.0
-29.45;-148.58;-3.47;0.0;0.0;0.0;0.0
-28.83;-148.49;-3.28;0.0;0.0;0.0;0.0
-28.22;-148.41;-3.09;0.0;0.0;0.0;0.0
-27.63;-148.31;-2.91;0.0;0.0;0.0;0.0
-27.05;-148.22;-2.72;0.0;0.0;0.0;0.0
-26.49;-148.13;-2.54;0.0;0.0;0.0;0.0
-25.82;-148.0;-2.31;0.0;0.0;0.0;0.0
-25.29;-147.9;-2.15;0.0;0.0;0.0;0.0
-24.66;-147.77;-1.93;0.0;0.0;0.0;0.0
-24.17;-147.66;-1.77;0.0;0.0;0.0;0.0
-23.68;-147.56;-1.59;0.0;0.0;0.0;0.0
-23.22;-147.45;-1.44;0.0;0.0;0.0;0.0
-22.66;-147.31;-1.23;0.0;0.0;0.0;0.0
-22.22;-147.2;-1.08;0.0;0.0;0.0;0.0
-21.8;-147.09;-0.93;0.0;0.0;0.0;0.0
-21.39;-146.97;-0.78;0.0;0.0;0.0;0.0
-20.98;-146.85;-0.63;0.0;0.0;0.0;0.0
-20.6;-146.74;-0.49;0.0;0.0;0.0;0.0
-20.32;-146.64;-0.38;0.0;0.0;0.0;0.0
-19.95;-146.53;-0.24;0.0;0.0;0.0;0.0
-19.59;-146.41;-0.11;0.0;0.0;0.0;0.0
-19.24;-146.28;0.02;0.0;0.0;0.0;0.0
-18.98;-146.2;0.13;0.0;0.0;0.0;0.0
-18.65;-146.07;0.26;0.0;0.0;0.0;0.0
-18.33;-145.94;0.38;0.0;0.0;0.0;0.0
-18.02;-145.82;0.51;0.0;0.0;0.0;0.0
-17.72;-145.69;0.63;0.0;0.0;0.0;0.0
-17.5;-145.59;0.72;0.0;0.0;0.0;0.0
-17.21;-145.47;0.83;0.0;0.0;0.0;0.0
-16.93;-145.34;0.96;0.0;0.0;0.0;0.0
-16.72;-145.25;1.04;0.0;0.0;0.0;0.0
-16.46;-145.12;1.15;0.0;0.0;0.0;0.0
-16.19;-144.99;1.26;0.0;0.0;0.0;0.0
-15.95;-144.86;1.36;0.0;0.0;0.0;0.0
-15.71;-144.73;1.46;0.0;0.0;0.0;0.0
-15.47;-144.6;1.57;0.0;0.0;0.0;0.0
-15.24;-144.47;1.66;0.0;0.0;0.0;0.0
-15.01;-144.33;1.76;0.0;0.0;0.0;0.0
-14.79;-144.21;1.86;0.0;0.0;0.0;0.0
-14.59;-144.08;1.95;0.0;0.0;0.0;0.0
