-0.0;0.0;-0.0;0.0;0.0;0.0;0.0
-82.94;-42.22;-4.76;0.0;0.0;0.0;0.0
-83.95;-53.98;-4.89;0.0;0.0;0.0;0.0
-84.69;-67.84;-4.96;0.0;0.0;0.0;0.0
-84.93;-82.39;-5.06;0.0;0.0;0.0;0.0
-84.78;-93.25;-5.13;0.0;0.0;0.0;0.0
-84.03;-108.49;-5.19;0.0;0.0;0.0;0.0
-83.06;-118.08;-5.26;0.0;0.0;0.0;0.0
-81.61;-127.15;-5.32;0.0;0.0;0.0;0.0
-80.27;-132.57;-5.44;0.0;0.0;0.0;0.0
-78.88;-136.36;-5.46;0.0;0.0;0.0;0.0
-77.55;-139.86;-5.42;0.0;0.0;0.0;0.0
-76.03;-142.64;-5.57;0.0;0.0;0.0;0.0
-74.56;-144.14;-5.53;0.0;0.0;0.0;0.0
-73.19;-145.92;-5.47;0.0;0.0;0.0;0.0
-71.67;-147.71;-5.46;0.0;0.0;0.0;0.0
-70.56;-148.47;-5.46;0.0;0.0;0.0;0.0
-69.06;-149.36;-5.34;0.0;0.0;0.0;0.0
-67.57;-150.08;-5.26;0.0;0.0;0.0;0.0
-66.05;-150.63;-5.1;0.0;0.0;0.0;0.0
-64.45;-150.79;-5.0;0.0;0.0;0.0;0.0
-63.08;-150.8;-4.87;0.0;0.0;0.0;0.0
-61.3;-151.26;-4.7;0.0;0.0;0.0;0.0
-59.9;-151.57;-4.63;0.0;0.0;0.0;0.0
-58.52;-151.83;-4.41;0.0;0.0;0.0;0.0
-57.22;-152.22;-4.24;0.0;0.0;0.0;0.0
-56.24;-152.46;-4.24;0.0;0.0;0.0;0.0
-54.94;-152.49;-4.39;0.0;0.0;0.0;0.0
-53.31;-152.22;-4.52;0.0;0.0;0.0;0.0
-52.0;-152.01;-4.53;0.0;0.0;0.0;0.0
-50.73;-151.66;-4.48;0.0;0.0;0.0;0.0
-49.58;-151.41;-4.38;0.0;0.0;0.0;0.0
-48.21;-151.3;-4.34;0.0;0.0;0.0;0.0
-47.18;-151.17;-4.46;0.0;0.0;0.0;0.0
-46.07;-151.07;-4.43;0.0;0.0;0.0;0.0
-45.09;-151.13;-4.23;0.0;0.0;0.0;0.0
-44.06;-151.33;-4.06;0.0;0.0;0.0;0.0
-43.05;-151.5;-3.95;0.0;0.0;0.0;0.0
-42.03;-151.52;-3.67;0.0;0.0;0.0;0.0
-41.02;-151.58;-3.28;0.0;0.0;0.0;0.0
-39.93;-151.61;-2.98;0.0;0.0;0.0;0.0
-38.9;-151.59;-2.48;0.0;0.0;0.0;0.0
-37.83;-151.65;-2.0;0.0;0.0;0.0;0.0
-36.76;-151.63;-1.67;0.0;0.0;0.0;0.0
-35.74;-151.46;-1.27;0.0;0.0;0.0;0.0
-34.82;-151.31;-0.83;0.0;0.0;0.0;0.0
-33.71;-151.19;-0.39;0.0;0.0;0.0;0.0
-32.21;-151.07;0.22;0.0;0.0;0.0;0.0
-31.02;-150.98;0.66;0.0;0.0;0.0;0.0
-30.24;-150.96;0.9;0.0;0.0;0.0;0.0
-29.48;-151.06;1.02;0.0;0.0;0.0;0.0
-28.73;-151.18;1.1;0.0;0.0;0.0;0.0
-28.05;-151.19;1.14;0.0;0.0;0.0;0.0
-27.38;-150.99;1.27;0.0;0.0;0.0;0.0
-26.93;-150.59;1.52;0.0;0.0;0.0;0.0
-26.64;-150.18;1.86;0.0;0.0;0.0;0.0
-26.47;-149.92;2.07;0.0;0.0;0.0;0.0
-26.17;-149.81;1.97;0.0;0.0;0.0;0.0
-25.75;-149.87;1.63;0.0;0.0;0.0;0.0
-25.53;-150.08;0.96;0.0;0.0;0.0;0.0
-25.34;-150.36;0.25;0.0;0.0;0.0;0.0
-25.15;-150.44;-0.49;0.0;0.0;0.0;0.0
-24.6;-150.3;-0.38;0.0;0.0;0.0;0.0
-23.97;-150.16;-0.0;0.0;0.0;0.0;0.0
-23.47;-150.08;0.06;0.0;0.0;0.0;0.0
-22.97;-149.99;0.27;0.0;0.0;0.0;0.0
-22.53;-149.89;0.37;0.0;0.0;0.0;0.0
-22.21;-149.77;0.42;0.0;0.0;0.0;0.0
-21.86;-149.68;0.45;0.0;0.0;0.0;0.0
-21.45;-149.55;0.57;0.0;0.0;0.0;0.0
-21.05;-149.43;0.76;0.0;0.0;0.0;0.0
-20.62;-149.32;0.95;0.0;0.0;0.0;0.0
-20.18;-149.2;1.03;0.0;0.0;0.0;0.0
-19.82;-149.07;1.13;0.0;0.0;0.0;0.0
-19.41;-148.96;1.31;0.0;0.0;0.0;0.0
-19.03;-148.81;1.5;0.0;0.0;0.0;0.0
-18.76;-148.69;1.66;0.0;0.0;0.0;0.0
-18.3;-148.56;1.92;0.0;0.0;0.0;0.0
-17.9;-148.44;2.11;0.0;0.0;0.0;0.0
-17.28;-148.32;2.59;0.0;0.0;0.0;0.0
-16.63;-148.2;3.28;0.0;0.0;0.0;0.0
-16.1;-148.11;3.9;0.0;0.0;0.0;0.0
-15.58;-148.09;4.35;0.0;0.0;0.0;0.0
-15.09;-148.15;4.68;0.0;0.0;0.0;0.0
-14.55;-148.2;5.06;0.0;0.0;0.0;0.0
-14.13;-148.21;5.5;0.0;0.0;0.0;0.0
-13.78;-148.16;5.83;0.0;0.0;0.0;0.0
-13.41;-148.03;6.13;0.0;0.0;0.0;0.0
